latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
0.986,102.906,311.7,1,1,2024-03-24,1502,Terra,MODIS,83,61.03,293.7,7.6,N,0
0.9974,102.9226,307.5,1,1,2024-03-24,1502,Terra,MODIS,72,61.03,292.8,5.7,N,0
0.9961,102.9137,311,1,1,2024-03-24,1502,Terra,MODIS,81,61.03,292.8,7.9,N,0
1.5212,101.6559,318,1,1,2024-03-24,1502,Terra,MODIS,95,61.03,278.8,16.9,N,0
1.5301,101.6547,314.4,1,1,2024-03-24,1502,Terra,MODIS,85,61.03,277.3,14,N,0
1.5598,101.4781,312.6,1,1,2024-03-24,1502,Terra,MODIS,79,61.03,269.2,13.9,N,0
0.986,102.9127,304,3,1.6,2024-03-24,1842,Aqua,MODIS,58,61.03,288.2,22,N,0
0.9822,102.9386,306.2,2.9,1.6,2024-03-24,1842,Aqua,MODIS,67,61.03,288.6,28.1,N,0
1.8085,101.6409,313.6,1.4,1.2,2024-03-25,0321,Terra,MODIS,39,61.03,294.8,10.4,D,0
1.5674,101.473,313.9,1.4,1.2,2024-03-25,0321,Terra,MODIS,64,61.03,294.1,10.6,D,0
1.5297,101.6602,323.4,1.5,1.2,2024-03-25,0321,Terra,MODIS,71,61.03,294,23.7,D,0
1.0022,103.0613,311.6,1.9,1.3,2024-03-25,0321,Terra,MODIS,0,61.03,294.4,12.3,D,0
0.9915,102.9192,318.7,1.9,1.3,2024-03-25,0321,Terra,MODIS,47,61.03,293.9,24.8,D,0
0.9797,102.9176,320.9,1.9,1.3,2024-03-25,0321,Terra,MODIS,71,61.03,293.8,30.6,D,0
0.9774,102.9338,317.4,1.9,1.3,2024-03-25,0321,Terra,MODIS,66,61.03,293.2,23.3,D,0
0.9315,101.9015,313.9,1.6,1.2,2024-03-25,0321,Terra,MODIS,35,61.03,292.9,12.6,D,0
0.609,102.7747,311.7,1.8,1.3,2024-03-25,0321,Terra,MODIS,55,61.03,294.3,13.6,D,0
0.344,103.0794,313.9,2,1.4,2024-03-25,0322,Terra,MODIS,65,61.03,293.6,17.3,D,0
0.4922,101.992,313.1,1.6,1.2,2024-03-25,0322,Terra,MODIS,59,61.03,293.9,11.9,D,0
0.4902,102.0061,312.8,1.6,1.2,2024-03-25,0322,Terra,MODIS,38,61.03,294,11.9,D,0
0.0281,102.4261,311.5,1.8,1.3,2024-03-25,0322,Terra,MODIS,45,61.03,291.1,12.5,D,0
0.3678,103.461,319.3,1.1,1,2024-03-25,0703,Aqua,MODIS,68,61.03,300.5,9.9,D,0
1.8003,101.6305,322.7,1.3,1.1,2024-03-25,0703,Aqua,MODIS,31,61.03,302.1,17.8,D,0
1.6199,101.6571,322.5,1.3,1.1,2024-03-25,0703,Aqua,MODIS,37,61.03,301.5,14.6,D,0
1.5632,101.4766,323.2,1.4,1.2,2024-03-25,0703,Aqua,MODIS,73,61.03,299.2,21.7,D,0
1.5267,101.6534,331.2,1.3,1.1,2024-03-25,0703,Aqua,MODIS,71,61.03,298.3,28.2,D,0
1.5165,101.655,329.8,1.3,1.1,2024-03-25,0703,Aqua,MODIS,67,61.03,299.5,25.4,D,0
1.5176,101.6483,337.5,1.3,1.1,2024-03-25,0703,Aqua,MODIS,88,61.03,299.4,44.8,D,0
1.5193,101.6601,333,1.3,1.1,2024-03-25,0703,Aqua,MODIS,73,61.03,299.8,32.7,D,0
1.5362,101.8481,328.2,1.3,1.1,2024-03-25,0703,Aqua,MODIS,81,61.03,298.3,26.7,D,0
1.5378,101.8596,317.9,1.3,1.1,2024-03-25,0703,Aqua,MODIS,61,61.03,298.3,10.1,D,0
1.3709,101.9081,317,1.3,1.1,2024-03-25,0703,Aqua,MODIS,49,61.03,297.5,11.9,D,0
1.074,102.3239,317.3,1.2,1.1,2024-03-25,0703,Aqua,MODIS,67,61.03,299.8,11.7,D,0
1.0536,102.3323,316.1,1.2,1.1,2024-03-25,0703,Aqua,MODIS,62,61.03,299.2,10.1,D,0
0.9969,102.9155,322.2,1.2,1.1,2024-03-25,0703,Aqua,MODIS,40,61.03,297.3,13.8,D,0
0.9734,102.9863,321.6,1.1,1.1,2024-03-25,0703,Aqua,MODIS,46,61.03,303,14.2,D,0
0.9749,102.9963,318.9,1.1,1.1,2024-03-25,0703,Aqua,MODIS,19,61.03,301.1,11.1,D,0
1.059,104.0275,321.5,1,1,2024-03-25,0703,Aqua,MODIS,30,61.03,303.6,10,D,2
0.7533,102.0934,314.9,1.3,1.1,2024-03-25,0703,Aqua,MODIS,31,61.03,297.4,10.9,D,0
1.0486,104.341,323.5,1,1,2024-03-25,0703,Aqua,MODIS,69,61.03,299.7,11.9,D,0
1.0499,104.35,326.2,1,1,2024-03-25,0703,Aqua,MODIS,79,61.03,299.2,15,D,0
0.5124,101.4314,314.5,1.4,1.2,2024-03-25,0703,Aqua,MODIS,34,61.03,293.5,15.1,D,2
0.5642,101.9927,318.1,1.3,1.1,2024-03-25,0703,Aqua,MODIS,25,61.03,299.4,14.8,D,0
0.2318,103.4169,321.9,1.1,1.1,2024-03-25,0703,Aqua,MODIS,72,61.03,300.5,7.4,D,0
-0.1895,102.3678,321.5,1.3,1.1,2024-03-25,0703,Aqua,MODIS,62,61.03,301.6,16.5,D,0
-0.0999,103.0446,312.6,1.2,1.1,2024-03-25,0703,Aqua,MODIS,43,61.03,295,7.5,D,0
-0.1414,102.9189,318.9,1.2,1.1,2024-03-25,0703,Aqua,MODIS,37,61.03,300,11.3,D,0
-0.1813,102.914,316.1,1.2,1.1,2024-03-25,0703,Aqua,MODIS,29,61.03,298.7,9.4,D,0
0.9739,102.9175,310.4,1.2,1.1,2024-03-25,1923,Aqua,MODIS,15,61.03,293.2,8.7,N,0
0.993,102.9202,309.8,1.2,1.1,2024-03-25,1923,Aqua,MODIS,59,61.03,293.1,8.6,N,0
0.9834,102.9188,309,1.2,1.1,2024-03-25,1923,Aqua,MODIS,37,61.03,293.3,7.7,N,0
0.9819,102.9292,315,1.2,1.1,2024-03-25,1923,Aqua,MODIS,90,61.03,293.7,13.5,N,0
0.6193,103.1803,303.9,1.2,1.1,2024-03-25,1923,Aqua,MODIS,57,61.03,292.6,5.5,N,0
0.6177,103.1911,306.8,1.2,1.1,2024-03-25,1923,Aqua,MODIS,69,61.03,293,8.1,N,0
0.2356,103.416,300.3,1.3,1.1,2024-03-26,1444,Terra,MODIS,24,61.03,281.5,5.2,N,0
1.476,101.9311,300.8,1.6,1.2,2024-03-26,1445,Terra,MODIS,32,61.03,278.6,7.3,N,0
0.9724,102.9167,302.8,1.4,1.2,2024-03-26,1445,Terra,MODIS,8,61.03,281.4,5.9,N,0
1.0807,102.8824,306.5,1.4,1.2,2024-03-26,1445,Terra,MODIS,68,61.03,282.2,10,N,0
1.474,101.9169,300.8,1.6,1.3,2024-03-26,1445,Terra,MODIS,34,61.03,278.6,7.8,N,0
1.5329,101.8446,306,1.6,1.3,2024-03-26,1445,Terra,MODIS,67,61.03,280.4,13.5,N,0
1.5425,101.8539,320.2,1,1,2024-03-27,0304,Terra,MODIS,57,61.03,285.6,12.8,D,0
1.5337,101.8526,341.2,1,1,2024-03-27,0304,Terra,MODIS,91,61.03,284.5,40.4,D,0
1.5263,101.654,317.5,1,1,2024-03-27,0304,Terra,MODIS,72,61.03,286,10.5,D,0
1.4691,101.9243,317.6,1,1,2024-03-27,0304,Terra,MODIS,72,61.03,292.4,9.9,D,0
1.0023,102.91,318.1,1,1,2024-03-27,0304,Terra,MODIS,38,61.03,295.2,9,D,0
0.9197,101.7589,313,1,1,2024-03-27,0304,Terra,MODIS,25,61.03,292.5,4.7,D,0
-1.065,103.7327,317.1,2.1,1.4,2024-03-27,0646,Aqua,MODIS,72,61.03,291.3,26.9,D,0
-0.9199,102.9348,311,2.4,1.5,2024-03-27,0646,Aqua,MODIS,58,61.03,291,19.9,D,0
-0.3016,102.4927,308.5,2.5,1.5,2024-03-27,0647,Aqua,MODIS,31,61.03,282.2,23.5,D,0
-0.4586,102.5225,313.7,2.5,1.5,2024-03-27,0647,Aqua,MODIS,41,61.03,290.9,25.9,D,0
-0.4553,102.5447,315.2,2.5,1.5,2024-03-27,0647,Aqua,MODIS,54,61.03,290.8,28.9,D,0
-0.4521,102.5265,320.7,2.5,1.5,2024-03-27,0647,Aqua,MODIS,64,61.03,291,44.7,D,0
0.971,102.9299,304.6,1.1,1,2024-03-27,1907,Aqua,MODIS,59,61.03,287.9,4.8,N,0
0.6181,103.1855,302.5,1,1,2024-03-27,1907,Aqua,MODIS,49,61.03,283.1,4.8,N,0
0.4372,103.0179,314.9,1.3,1.1,2024-03-29,0247,Terra,MODIS,32,61.03,292.6,10.3,D,0
0.4913,103.3134,302.8,1.2,1.1,2024-03-29,1508,Terra,MODIS,51,61.03,283.4,5.5,N,0
1.2951,101.1826,313.5,1.8,1.3,2024-03-30,0327,Terra,MODIS,26,61.03,293.2,14.8,D,2
1.3288,99.0733,312.7,1.4,1.2,2024-03-30,0712,Aqua,MODIS,43,61.03,288.4,13.1,D,0
0.9658,103.0646,310.5,1,1,2024-03-30,0712,Aqua,MODIS,21,61.03,288.1,5.4,D,0
0.995,103.0628,312.4,1,1,2024-03-30,0712,Aqua,MODIS,40,61.03,285.4,6.3,D,0
1.3268,99.0597,319.1,1.4,1.2,2024-03-30,0712,Aqua,MODIS,71,61.03,285.5,23.4,D,0
0.0946,101.497,307,1.1,1,2024-03-30,0712,Aqua,MODIS,38,61.03,271.9,5.2,D,0
0.7131,102.8437,315.5,1,1,2024-03-30,0712,Aqua,MODIS,55,61.03,288.7,10.1,D,0
1.4311,101.8082,314.2,1.1,1,2024-04-01,0310,Terra,MODIS,32,61.03,295.8,7.2,D,0
1.4071,101.5921,315.4,1,1,2024-04-01,0310,Terra,MODIS,46,61.03,297.2,8.2,D,0
0.971,102.9941,311.3,1.2,1.1,2024-04-01,0310,Terra,MODIS,37,61.03,292.6,6.9,D,0
0.9695,103.0047,314.5,1.2,1.1,2024-04-01,0310,Terra,MODIS,61,61.03,295,10.5,D,0
0.9804,101.7996,310.8,1.1,1,2024-04-01,0310,Terra,MODIS,36,61.03,292.5,5.1,D,0
0.9176,101.9188,318,1.1,1,2024-04-01,0310,Terra,MODIS,71,61.03,297.4,11.9,D,0
0.8883,101.9921,317,1.1,1,2024-04-01,0310,Terra,MODIS,62,61.03,297.5,9.9,D,0
0.8442,101.7872,312.8,1.1,1,2024-04-01,0310,Terra,MODIS,54,61.03,292.3,7.2,D,0
0.8037,101.8102,312.3,1.1,1,2024-04-01,0310,Terra,MODIS,53,61.03,291.5,6.7,D,0
0.7623,102.0954,315.9,1.1,1,2024-04-01,0310,Terra,MODIS,52,61.03,297.6,8.4,D,0
0.6157,102.769,318.5,1.2,1.1,2024-04-01,0310,Terra,MODIS,45,61.03,294.5,14.2,D,0
0.6097,102.783,313.5,1.2,1.1,2024-04-01,0310,Terra,MODIS,53,61.03,291.7,10.3,D,0
0.6317,102.1003,316.6,1.1,1,2024-04-01,0310,Terra,MODIS,37,61.03,295.2,9.9,D,0
0.6303,102.11,318.4,1.1,1,2024-04-01,0310,Terra,MODIS,38,61.03,296.9,11.5,D,0
1.8643,101.1815,318.9,1,1,2024-04-01,0310,Terra,MODIS,38,61.03,298.3,9.7,D,0
0.1971,101.6053,311.7,1.1,1,2024-04-01,0311,Terra,MODIS,58,61.03,291.9,6.7,D,0
-0.6808,101.2468,310.9,2.2,1.4,2024-04-01,0655,Aqua,MODIS,27,61.03,292.7,19.1,D,0
0.5023,102.2542,313.8,1.7,1.3,2024-04-01,0656,Aqua,MODIS,36,61.03,287.9,17.1,D,0
0.5669,101.984,315.3,1.8,1.3,2024-04-01,0656,Aqua,MODIS,49,61.03,293,15.6,D,0
0.5786,101.9823,315.6,1.8,1.3,2024-04-01,0656,Aqua,MODIS,51,61.03,292.9,16.1,D,0
0.6061,102.0906,313,1.8,1.3,2024-04-01,0656,Aqua,MODIS,47,61.03,292.6,13.6,D,0
1.3707,101.9083,312.3,1.8,1.3,2024-04-01,0656,Aqua,MODIS,63,61.03,293.3,16.8,D,0
1.3985,101.6361,314.1,1.9,1.3,2024-04-01,0656,Aqua,MODIS,27,61.03,294.5,15.1,D,0
1.6475,101.6697,323.6,1.8,1.3,2024-04-01,0656,Aqua,MODIS,80,61.03,295,34.1,D,0
1.5761,102.1304,313.4,1.7,1.3,2024-04-01,0656,Aqua,MODIS,49,61.03,294.8,10.2,D,0
1.6447,101.6814,319.5,1.8,1.3,2024-04-01,0656,Aqua,MODIS,44,61.03,295.1,20,D,0
0.4425,102.0093,312.6,1.8,1.3,2024-04-01,0656,Aqua,MODIS,22,61.03,291.3,13.2,D,0
-0.2246,102.976,316.6,2.1,1.4,2024-04-02,0736,Aqua,MODIS,29,61.03,294.3,20.7,D,0
2.2579,100.1656,311.6,1.4,1.2,2024-04-02,0737,Aqua,MODIS,29,61.03,288.7,5.2,D,0
1.7232,101.1553,316.3,1.6,1.2,2024-04-02,0737,Aqua,MODIS,35,61.03,294.3,12.1,D,0
1.3004,101.8932,317.9,1.8,1.3,2024-04-02,0737,Aqua,MODIS,29,61.03,293.7,18.9,D,0
0.9664,103.0674,321,1.1,1,2024-04-03,0253,Terra,MODIS,63,61.03,297.9,12,D,0
1.4901,101.7448,309.6,2.6,1.6,2024-04-04,0333,Terra,MODIS,50,61.03,286.9,19.1,D,0
1.2186,100.9311,310.8,2.3,1.5,2024-04-04,0333,Terra,MODIS,37,61.03,287.9,15.8,D,0
0.4882,102.001,310,2.9,1.6,2024-04-04,0334,Terra,MODIS,62,61.03,287.4,22.9,D,0
0.4914,102.007,309.8,2.9,1.6,2024-04-04,0334,Terra,MODIS,57,61.03,287.8,21.5,D,0
0.929,101.9173,311.2,2.8,1.6,2024-04-04,0334,Terra,MODIS,53,61.03,289.6,31,D,0
0.9326,101.8931,314.1,2.8,1.6,2024-04-04,0334,Terra,MODIS,59,61.03,290.7,39.8,D,0
0.2988,102.5072,321,1.1,1,2024-04-04,0721,Aqua,MODIS,41,61.03,297.9,11.9,D,0
0.0859,101.1641,317.2,1,1,2024-04-04,0721,Aqua,MODIS,39,61.03,296.1,7.2,D,0
2.5946,100.2159,329,1,1,2024-04-04,0721,Aqua,MODIS,82,61.03,298.1,18.2,D,0
0.4923,101.9898,320.5,1,1,2024-04-04,0721,Aqua,MODIS,59,61.03,299,11.1,D,0
1.2569,99.5094,311.7,1,1,2024-04-04,0721,Aqua,MODIS,56,61.03,295,5.8,D,0
2.5933,100.2071,322.3,1,1,2024-04-04,0721,Aqua,MODIS,75,61.03,297.4,10.4,D,0
0.5176,100.3885,315.2,1,1,2024-04-04,0721,Aqua,MODIS,63,61.03,295.1,7.8,D,0
1.1892,102.2924,311.9,1.4,1.2,2024-04-06,0316,Terra,MODIS,20,61.03,291.8,8.4,D,0
0.9741,102.9955,314.4,1.5,1.2,2024-04-06,0316,Terra,MODIS,66,61.03,297,15.5,D,0
0.5756,102.0052,308.3,1.3,1.1,2024-04-06,0316,Terra,MODIS,43,61.03,286.8,6.7,D,0
2.5648,100.192,317.7,1.6,1.2,2024-04-06,0705,Aqua,MODIS,68,61.03,299.7,14,D,0
1.3439,101.0114,320.6,1.4,1.2,2024-04-06,0705,Aqua,MODIS,74,61.03,295.3,15.4,D,0
1.342,100.9987,322,1.4,1.2,2024-04-06,0705,Aqua,MODIS,76,61.03,295.1,17.7,D,0
1.6158,101.6599,320.1,1.3,1.1,2024-04-06,0705,Aqua,MODIS,38,61.03,302.9,11.8,D,0
1.7048,99.7336,314.4,1.8,1.3,2024-04-06,0705,Aqua,MODIS,63,61.03,297.3,15.2,D,0
0.4919,101.9908,316.6,2.6,1.6,2024-04-07,0745,Aqua,MODIS,46,61.03,295.4,31.4,D,0
1.3973,101.6343,318.8,2.5,1.5,2024-04-07,0746,Aqua,MODIS,44,61.03,296.5,34.7,D,0
0.6358,102.8319,320.1,1,1,2024-04-08,0259,Terra,MODIS,72,61.03,298.1,10.5,D,0
0.8556,99.5662,315.2,1.3,1.1,2024-04-08,0259,Terra,MODIS,56,61.03,295.3,10.7,D,2
0.3652,102.2903,315,1,1,2024-04-08,0259,Terra,MODIS,40,61.03,295.3,7.1,D,0
0.1135,102.7549,315.6,1,1,2024-04-08,0259,Terra,MODIS,28,61.03,297.7,6.8,D,0
0.1122,102.7637,319.5,1,1,2024-04-08,0259,Terra,MODIS,43,61.03,298.8,9.6,D,0
0.0363,103.0869,313.2,1,1,2024-04-08,0259,Terra,MODIS,59,61.03,293.8,6.4,D,0
1.263,101.5265,314.5,2.7,1.6,2024-04-08,0649,Aqua,MODIS,60,61.03,292,32.1,D,0
0.3323,101.0223,310.9,3.1,1.7,2024-04-08,0649,Aqua,MODIS,55,61.03,290.8,30,D,2
0.3325,101.0155,311.1,3.1,1.7,2024-04-08,0649,Aqua,MODIS,41,61.03,291,29.4,D,2
0.6349,102.8324,312.5,2.2,1.4,2024-04-08,0649,Aqua,MODIS,51,61.03,282.9,26.6,D,0
0.5467,102.2427,310.9,2.5,1.5,2024-04-08,0649,Aqua,MODIS,19,61.03,292.3,20.3,D,0
0.796,102.1662,310.3,2.5,1.5,2024-04-08,0649,Aqua,MODIS,34,61.03,291.4,18,D,0
0.9265,101.9095,317.7,2.6,1.5,2024-04-08,0649,Aqua,MODIS,68,61.03,294.8,40.5,D,0
0.923,101.8869,318,2.6,1.5,2024-04-08,0649,Aqua,MODIS,70,61.03,295.4,41.2,D,0
1.0921,102.9095,317.8,2.1,1.4,2024-04-08,0649,Aqua,MODIS,52,61.03,291.6,27.6,D,0
0.9708,101.9259,316,2.6,1.5,2024-04-08,0649,Aqua,MODIS,46,61.03,294.7,32.5,D,0
0.9978,101.6803,312,2.7,1.6,2024-04-08,0649,Aqua,MODIS,63,61.03,293.6,23.5,D,0
1.2919,101.8996,315,2.5,1.5,2024-04-08,0649,Aqua,MODIS,51,61.03,294.6,33.8,D,0
1.2667,101.5505,317.8,2.7,1.6,2024-04-08,0649,Aqua,MODIS,69,61.03,292,43.8,D,0
1.0849,102.8967,327.4,1.5,1.2,2024-04-09,0730,Aqua,MODIS,45,61.03,303.5,27,D,0
1.8036,101.6284,323.6,1.3,1.1,2024-04-09,0730,Aqua,MODIS,53,61.03,295.8,17.2,D,0
1.6285,101.4671,323.2,1.2,1.1,2024-04-09,0730,Aqua,MODIS,71,61.03,295.9,12.9,D,0
0.8579,99.5662,313.8,1.1,1,2024-04-13,0305,Terra,MODIS,54,61.03,293.1,6.6,D,2
0.5058,102.2654,316.2,1.7,1.3,2024-04-13,0657,Aqua,MODIS,42,61.03,294.2,20.3,D,0
0.7905,102.1692,313.1,1.7,1.3,2024-04-13,0657,Aqua,MODIS,39,61.03,292.5,13.4,D,0
1.8595,101.4686,314.1,1.8,1.3,2024-04-13,0658,Aqua,MODIS,57,61.03,294.6,18.5,D,0
1.8664,101.4625,314.9,1.8,1.3,2024-04-13,0658,Aqua,MODIS,51,61.03,295,18.9,D,0
1.8025,101.6291,316.8,1.8,1.3,2024-04-13,0658,Aqua,MODIS,71,61.03,295.3,19.7,D,0
0.6242,102.0953,318.3,1.9,1.3,2024-04-14,0738,Aqua,MODIS,49,61.03,289.4,23.7,D,0
2.2654,100.3777,307.7,1.6,1.3,2024-04-16,0328,Terra,MODIS,58,61.03,276.5,12.7,D,0
2.2685,100.3701,307.5,1.6,1.3,2024-04-16,0328,Terra,MODIS,51,61.03,277.1,10.7,D,0
-0.3795,102.7514,308.4,2.8,1.6,2024-04-16,0329,Terra,MODIS,33,61.03,289.1,22.6,D,0
-0.3624,101.269,312.4,1,1,2024-04-16,0722,Aqua,MODIS,44,61.03,288.5,6.4,D,0
2.0941,99.8305,315.7,1,1,2024-04-16,0723,Aqua,MODIS,48,61.03,289.9,7.2,D,2
0.8046,101.8131,315.9,1.1,1.1,2024-04-18,0311,Terra,MODIS,49,61.03,295,8.7,D,0
-0.8217,103.4695,312.1,1.5,1.2,2024-04-18,0311,Terra,MODIS,39,61.03,290.3,9.4,D,2
0.8517,99.5663,314.8,1,1,2024-04-18,0311,Terra,MODIS,63,61.03,296.2,7.7,D,2
0.7911,101.8411,315,1.1,1.1,2024-04-18,0311,Terra,MODIS,17,61.03,294.3,7.1,D,0
0.8969,101.9892,314.3,1.1,1.1,2024-04-18,0311,Terra,MODIS,15,61.03,293.9,7.1,D,0
0.8347,101.784,315,1.1,1.1,2024-04-18,0311,Terra,MODIS,35,61.03,294.5,7.2,D,0
0.4337,103.0058,318.3,1.1,1,2024-04-18,0706,Aqua,MODIS,18,61.03,299.4,10.2,D,0
0.2317,102.8164,316.3,1.1,1.1,2024-04-18,0706,Aqua,MODIS,47,61.03,297.1,10.3,D,0
0.2331,102.8263,315.1,1.1,1.1,2024-04-18,0706,Aqua,MODIS,7,61.03,295.7,9.6,D,0
0.7982,102.5364,315.7,1.2,1.1,2024-04-18,0706,Aqua,MODIS,64,61.03,297.5,9.1,D,0
0.1854,102.7619,316.5,1.1,1.1,2024-04-18,0706,Aqua,MODIS,51,61.03,296.8,10.6,D,0
0.161,102.8571,318.5,1.1,1.1,2024-04-18,0706,Aqua,MODIS,19,61.03,298.7,12.1,D,0
0.1624,102.8671,319.2,1.1,1.1,2024-04-18,0706,Aqua,MODIS,52,61.03,297.9,12.5,D,0
-1.0059,103.0036,318.4,1.1,1.1,2024-04-18,0706,Aqua,MODIS,74,61.03,297.9,10.8,D,0
0.7149,102.102,316.2,1.2,1.1,2024-04-18,0706,Aqua,MODIS,33,61.03,296.8,9.4,D,0
0.5553,102.203,316,1.2,1.1,2024-04-18,0706,Aqua,MODIS,43,61.03,296.8,9.5,D,0
0.6279,102.8287,318.2,1.1,1.1,2024-04-18,0706,Aqua,MODIS,29,61.03,297.3,10.5,D,0
0.3974,102.2919,313.1,2.8,1.6,2024-04-19,0747,Aqua,MODIS,51,61.03,289.1,28.5,D,0
1.7263,101.1653,311.9,2.5,1.5,2024-04-21,0334,Terra,MODIS,58,61.03,291.7,20.3,D,0
0.9737,101.9256,318.7,1.3,1.1,2024-04-21,0731,Aqua,MODIS,34,61.03,296.6,13.2,D,0
0.8325,101.7952,314.5,2.4,1.5,2024-04-22,0237,Terra,MODIS,56,61.03,294.6,20,D,0
1.3049,99.8423,320.7,1.1,1,2024-04-23,0317,Terra,MODIS,75,61.03,292.9,14.2,D,0
1.0534,99.7315,313.5,1.1,1,2024-04-23,0317,Terra,MODIS,66,61.03,296,6.5,D,0
0.8555,99.5689,313.5,1,1,2024-04-23,0317,Terra,MODIS,39,61.03,296.1,6.1,D,2
2.3821,99.4936,323.2,1.2,1.1,2024-04-23,0715,Aqua,MODIS,75,61.03,291.3,23,D,0
2.2636,100.3689,316.2,1.1,1.1,2024-04-23,0715,Aqua,MODIS,72,61.03,292.2,7.9,D,0
2.0938,99.8351,318.4,1.2,1.1,2024-04-23,0715,Aqua,MODIS,43,61.03,296.1,11,D,2
2.2622,100.359,326.4,1.1,1.1,2024-04-23,0715,Aqua,MODIS,82,61.03,292.6,20.1,D,0
1.0321,104.0549,316.9,1.1,1,2024-04-25,0300,Terra,MODIS,46,61.03,297.5,8.1,D,2
0.6089,102.7731,315.1,1,1,2024-04-25,0300,Terra,MODIS,30,61.03,296.6,6.8,D,0
0.5627,102.2055,314.1,1,1,2024-04-25,0300,Terra,MODIS,50,61.03,294.9,6.7,D,0
0.1608,102.8678,312.4,1,1,2024-04-25,0300,Terra,MODIS,58,61.03,294.9,5.9,D,0
0.5074,102.2662,316.2,1.6,1.3,2024-04-25,0658,Aqua,MODIS,28,61.03,292.3,15.4,D,0
0.2699,102.4516,312.4,1.6,1.2,2024-04-25,0658,Aqua,MODIS,32,61.03,284.1,13.6,D,0
0.4067,102.2878,319,1.6,1.3,2024-04-25,0658,Aqua,MODIS,58,61.03,295.3,19,D,0
0.4901,101.9955,313.2,1.7,1.3,2024-04-25,0658,Aqua,MODIS,66,61.03,291.2,14.7,D,0
0.5585,102.303,316,1.6,1.3,2024-04-25,0658,Aqua,MODIS,32,61.03,294.4,16,D,0
0.7208,102.7122,317.3,1.5,1.2,2024-04-25,0658,Aqua,MODIS,33,61.03,297.1,17,D,0
0.4795,102.1232,309.7,1.9,1.3,2024-04-26,0739,Aqua,MODIS,38,61.03,283.2,12.5,D,0
0.6204,102.0936,312.4,1.7,1.3,2024-04-27,0242,Terra,MODIS,34,61.03,288.1,10.3,D,0
-0.1341,101.3125,310.3,1,1,2024-04-28,0723,Aqua,MODIS,39,61.03,285.5,4.5,D,0
0.9808,101.9456,315.5,1,1,2024-04-28,0723,Aqua,MODIS,10,61.03,294.3,7.3,D,0
2.6015,99.389,322.4,1,1,2024-04-28,0724,Aqua,MODIS,80,61.03,295.2,14,D,0
0.9735,103.0627,315.6,1.1,1.1,2024-04-30,0305,Terra,MODIS,51,61.03,296.4,8.2,D,0
0.9741,102.9936,317.2,1.1,1,2024-04-30,0305,Terra,MODIS,69,61.03,297.4,10.5,D,0
0.9727,103.0033,317.3,1.1,1,2024-04-30,0305,Terra,MODIS,69,61.03,297.5,10.7,D,0
0.7905,102.1626,313.6,1,1,2024-04-30,0305,Terra,MODIS,63,61.03,291.2,7.9,D,0
0.7892,102.1716,311,1,1,2024-04-30,0305,Terra,MODIS,55,61.03,290.2,5.8,D,0
0.7136,102.6984,313.7,1.1,1,2024-04-30,0305,Terra,MODIS,62,61.03,294,7.4,D,0
0.8054,101.8076,316.8,1,1,2024-04-30,0305,Terra,MODIS,54,61.03,295.5,7.9,D,0
0.6104,102.7749,313.8,1.1,1,2024-04-30,0305,Terra,MODIS,63,61.03,294.3,8,D,0
0.6166,102.0889,316.1,1,1,2024-04-30,0305,Terra,MODIS,35,61.03,293.2,8.2,D,0
0.6153,102.0979,316.5,1,1,2024-04-30,0305,Terra,MODIS,52,61.03,293.2,8.6,D,0
0.2993,102.3713,315.8,1.1,1,2024-04-30,0306,Terra,MODIS,67,61.03,295.7,9.7,D,0
-0.2511,102.3519,315.5,1.1,1,2024-04-30,0306,Terra,MODIS,43,61.03,293.2,8.2,D,0
-0.3622,101.2748,314.7,1,1,2024-04-30,0306,Terra,MODIS,63,61.03,294.5,7.2,D,0
1.8438,101.4689,313.9,1.3,1.1,2024-04-30,0707,Aqua,MODIS,44,61.03,290.5,11,D,0
0.3353,101.0223,314.5,1.5,1.2,2024-04-30,0707,Aqua,MODIS,63,61.03,292,12.2,D,2
0.5684,101.9888,315.2,1.3,1.1,2024-04-30,0707,Aqua,MODIS,57,61.03,292.9,8.9,D,0
0.689,101.6244,317,1.3,1.1,2024-04-30,0707,Aqua,MODIS,53,61.03,296.5,10.6,D,2
0.8344,102.2788,318.3,1.2,1.1,2024-04-30,0707,Aqua,MODIS,49,61.03,298.1,10.9,D,0
0.839,102.2823,317.1,1.2,1.1,2024-04-30,0707,Aqua,MODIS,40,61.03,297.4,9.7,D,0
1.1105,101.9845,314.4,1.2,1.1,2024-04-30,0707,Aqua,MODIS,58,61.03,290.7,8.6,D,0
1.2909,101.8902,313.3,1.2,1.1,2024-04-30,0707,Aqua,MODIS,44,61.03,293.1,9.5,D,0
1.4088,101.7876,317.2,1.3,1.1,2024-04-30,0707,Aqua,MODIS,30,61.03,294.6,13.7,D,0
1.4106,101.7932,319,1.3,1.1,2024-04-30,0707,Aqua,MODIS,60,61.03,295.7,15.6,D,0
1.7958,101.6325,314.9,1.3,1.1,2024-04-30,0707,Aqua,MODIS,25,61.03,291.5,8.9,D,0
1.8057,101.631,318.1,1.3,1.1,2024-04-30,0707,Aqua,MODIS,59,61.03,293.9,13.2,D,0
2.2629,100.3625,315.3,1.5,1.2,2024-04-30,0707,Aqua,MODIS,47,61.03,291.2,14.6,D,0
